chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label,class
0.161030744,0.18682512,0.256907543,0.298611214,0.293054286,0.267356738,0.377997818,0.603195641,0.782574928,0.762053397,0.430646329,0.215081722,1,drone
0.384970628,0.46166167,0.48568724,0.479009482,0.545202556,0.602467797,0.655953819,0.774671062,0.71894625,0.673256049,0.437566662,0.331457436,1,drone
0.362679886,0.453133463,0.703327078,0.569863169,0.493328075,0.565163386,0.464613993,0.402399641,0.37463156,0.401273404,0.394123941,0.380757366,1,drone
0.46685935,0.428165186,0.411230193,0.379388761,0.396439032,0.366010323,0.369154912,0.452221694,0.618956513,0.700691755,0.575486865,0.452518664,1,drone
0.420227352,0.289729146,0.201089613,0.234318593,0.224589443,0.256502349,0.41279422,0.445513288,0.616219836,0.749508372,0.62054001,0.395152207,1,drone
0.2646844,0.278790699,0.334542431,0.350327331,0.397306372,0.539160663,0.640789066,0.697490837,0.766538664,0.776464707,0.555093225,0.391205141,1,drone
0.858192378,0.684964056,0.445407505,0.315355433,0.262001128,0.29814262,0.326753379,0.459335763,0.551137346,0.59296001,0.663847432,0.79988497,1,drone
0.504383727,0.5324114,0.577778012,0.504982825,0.452704201,0.434110315,0.44280343,0.457482518,0.493097003,0.556357758,0.683970755,0.585738962,1,drone
0.450838193,0.30518678,0.326828563,0.391521051,0.437357392,0.464828095,0.457468572,0.498850231,0.497959706,0.539981146,0.589281675,0.551442047,1,drone
0.449050453,0.427039078,0.467228524,0.459260315,0.472424971,0.528842033,0.660721587,0.760175607,0.655486217,0.561520485,0.464603681,0.441115609,1,drone
0.553868819,0.599451838,0.655300078,0.756960082,0.603599794,0.465703594,0.3788512,0.261869618,0.245242047,0.353035229,0.444886961,0.443921139,1,drone
0.499002382,0.389355187,0.435052312,0.553913496,0.593406584,0.690823931,0.693126078,0.739588812,0.675165546,0.672852771,0.563703791,0.496701065,1,drone
0.38338555,0.419253736,0.504812286,0.567745641,0.699198032,0.713264271,0.704502074,0.674171583,0.617863937,0.506443381,0.395476371,0.376195125,1,drone
0.316597803,0.229871865,0.273142735,0.363155478,0.432844769,0.44598425,0.550992559,0.547974534,0.592111102,0.669115317,0.727436071,0.561961715,1,drone
0.288160536,0.333152419,0.420365323,0.434126035,0.45208371,0.497119897,0.604338135,0.720353753,0.802029599,0.770131429,0.503997627,0.346923191,1,drone
0.246635507,0.292472833,0.413002562,0.49391506,0.603289359,0.717314027,0.702620263,0.80654089,0.809956352,0.644221399,0.355445052,0.259241873,1,drone
0.46889773,0.414131345,0.388132343,0.430656664,0.558067072,0.764156164,0.787544752,0.751181416,0.786799984,0.767269473,0.568822765,0.492725538,1,drone
0.400925027,0.318806916,0.303881447,0.199122559,0.129107291,0.432141842,0.6402782,0.305914856,0.329823416,0.447153963,0.436904804,0.423842645,1,drone
0.511271926,0.672380834,0.750575634,0.59354895,0.430723983,0.388809308,0.405642276,0.487141482,0.437024196,0.380599059,0.345986588,0.444728748,1,drone
0.579113304,0.776979353,0.778680056,0.608127201,0.386367735,0.285921609,0.275716397,0.318051911,0.361956127,0.416042247,0.419924853,0.50820063,1,drone
0.696522345,0.839463188,0.890842789,0.680180054,0.408650564,0.273078224,0.248943035,0.263261505,0.263842237,0.284167656,0.445485211,0.607907181,1,drone
0.55997227,0.702151177,0.813171798,0.658180076,0.41909054,0.344619248,0.435714521,0.506530162,0.342338729,0.174362526,0.198103623,0.367106611,1,drone
0.658564053,0.919346158,0.834970475,0.677809059,0.469063755,0.367018913,0.320883515,0.341378363,0.339392272,0.315449629,0.436985169,0.55041634,1,drone
0.494395296,0.857782838,0.777411322,0.523415786,0.2611814,0.150122359,0.157989536,0.120657061,0.126943201,0.276861389,0.272529909,0.295018704,1,drone
0.148821111,0.131767019,0.139701285,0.151809299,0.190105296,0.397827806,0.674515969,0.428320495,0.368166279,0.862380082,0.549836194,0.182657952,1,drone
0.25339409,0.340720272,0.527977535,0.624316184,0.756999386,0.851844248,0.87761379,0.892584925,0.68512408,0.51864649,0.344580647,0.268288502,1,drone
0.335603655,0.348610781,0.423656639,0.473097995,0.590506386,0.69722147,0.812336595,0.89691295,0.813899828,0.705856221,0.480532419,0.373961457,1,drone
0.449672889,0.615708219,0.511821891,0.374451769,0.326762656,0.34958375,0.485938397,0.580724391,0.544537909,0.46586324,0.336751598,0.346405387,1,drone
0.547705009,0.857655531,0.772183252,0.536725487,0.347237078,0.289708288,0.293655321,0.304538639,0.244848185,0.229654412,0.310376478,0.393651239,1,drone
0.501973805,0.70379385,0.862195426,0.677973675,0.484298844,0.421089933,0.384456873,0.374575877,0.348563584,0.381739486,0.404098853,0.466501829,1,drone
0.511806079,0.794572299,0.791931479,0.643140256,0.519024328,0.490729895,0.516514138,0.564903848,0.450451973,0.374136313,0.359129415,0.403238866,1,drone
0.520267356,0.694110774,0.63355884,0.590455984,0.63413475,0.616616809,0.636455422,0.588362354,0.527315616,0.399362986,0.349350817,0.410160954,1,drone
0.421317716,0.408561515,0.4684667,0.514538612,0.585002248,0.863047601,0.605942908,0.432363077,0.40823856,0.559956013,0.557626683,0.416983304,1,drone
0.372864834,0.451473578,0.567489121,0.55444696,0.600594948,0.632200302,0.743102479,0.740775578,0.741802167,0.636957917,0.471727704,0.388061124,1,drone
0.366339394,0.495814603,0.698837714,0.771998436,0.919882749,0.925208259,0.867609336,0.791106651,0.68691315,0.531832989,0.380997821,0.344753362,1,drone
0.392310288,0.398661165,0.449430586,0.512570743,0.572652107,0.598573836,0.702890697,0.565978652,0.514110956,0.607451671,0.473455882,0.400455397,1,drone
0.573714338,0.610505746,0.727574961,0.719301497,0.67348923,0.638480733,0.574433696,0.556822048,0.513942428,0.504845839,0.531219263,0.552404035,1,drone
0.488194665,0.400882419,0.366535647,0.31275278,0.36035867,0.432718591,0.537496076,0.695349118,0.802538469,0.949552327,0.864055503,0.742519351,1,drone
0.43969215,0.436075106,0.367623132,0.346024842,0.466930564,0.604892734,0.774543164,0.867368929,0.814152538,0.776436426,0.721272509,0.558983585,1,drone
0.199730024,0.251427704,0.40434336,0.641645886,0.666626076,0.561508338,0.462315728,0.478638114,0.390494494,0.348021799,0.403466074,0.266712604,1,drone
0.300160598,0.352351937,0.494386921,0.633544851,0.686216879,0.694137872,0.579724206,0.499794095,0.401283017,0.414590813,0.551742788,0.447899065,1,drone
0.307396742,0.253789696,0.235121378,0.205022171,0.30496498,0.240946068,0.19927474,0.159350055,0.34193394,0.917651135,0.458994253,0.342780398,1,drone
0.025870709,0.05892162,0.078257958,0.079863513,0.133709444,0.306528273,0.444017205,0.161203485,0.119573155,0.850181165,0.749648727,0.055470753,1,drone
0.036281441,0.113503134,0.12624402,0.095130276,0.20694257,0.373925234,0.812971995,0.526415012,0.170985146,0.596056015,0.554902935,0.062104185,1,drone
0.503959551,0.426038066,0.416966194,0.337116819,0.463052428,0.313439747,0.247227416,0.133708889,0.304912766,0.622558403,0.245936206,0.384564317,1,drone
0.555366206,0.493021066,0.415416814,0.387010747,0.312129716,0.289317008,0.171231098,0.183511642,0.218978302,0.453538889,0.732511998,0.364683975,1,drone
0.597346807,0.645966343,0.706871929,0.717742077,0.61030672,0.533398192,0.6077651,0.777510191,0.679667624,0.57320006,0.499587342,0.531372895,1,drone
0.42348617,0.422363277,0.547929984,0.687376698,0.738215868,0.762127453,0.710846461,0.740707688,0.725882843,0.776451198,0.601858035,0.484469282,1,drone
0.16596031,0.279352788,0.520264033,0.674046237,0.736497294,0.666009316,0.641273814,0.667585595,0.510830382,0.388621425,0.264812878,0.19145847,1,drone
0.064496714,0.181961971,0.416426801,0.985808993,0.69935792,0.307206714,0.289042273,0.130550178,0.034373917,0.028394546,0.052777098,0.060879078,1,drone
0.268366979,0.292983073,0.468298801,0.768986171,0.621891926,0.54869476,0.422137918,0.338592507,0.26206812,0.232574702,0.23262642,0.248913114,1,drone
0.195126454,0.190097431,0.205373372,0.259027034,0.401858182,0.522488926,0.737185816,0.89458296,0.832529503,0.71479482,0.43867142,0.274999393,1,drone
0.49693627,0.440352676,0.432640397,0.430831446,0.60185473,0.724482127,0.734219941,0.845660282,0.824256538,0.866507664,0.701710784,0.583191089,1,drone
0.763332679,0.553542054,0.442625913,0.40385193,0.447592992,0.496622107,0.536289752,0.615296298,0.647768163,0.724628838,0.855340459,0.839601531,1,drone
0.278867018,0.383081822,0.473319658,0.53732686,0.695517344,0.803281928,0.853080273,0.850095698,0.509780303,0.286840108,0.20267912,0.216048074,1,drone
0.084867535,0.198888355,0.379434173,0.149942687,0.132744637,0.115045762,0.158505787,0.56418081,0.421733611,0.43277826,0.417055468,0.127037494,1,drone
0.049667002,0.10321138,0.14743183,0.184236556,0.222394045,0.237902831,0.226441243,0.465676978,0.844975738,0.508428231,0.088278425,0.026628935,1,drone
0.079850973,0.134189465,0.196051629,0.143785402,0.214966812,0.396495033,0.193604662,0.07683201,0.377206009,0.999894185,0.458674402,0.087364544,1,drone
0.06136715,0.221745396,0.404348534,0.221697539,0.47819844,0.659405897,0.281864721,0.053520169,0.255100806,0.555680843,0.192305311,0.083520536,1,drone
