chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label,Class
0.758539291,0.709470384,0.708269559,0.763296036,0.819669535,0.813942751,0.734771806,0.703322238,0.724058736,0.738469674,0.731777183,0.751386499,0,noise
0.676658172,0.659601336,0.687296254,0.773980125,0.8650187,0.873440164,0.798618695,0.763867877,0.779454708,0.784536072,0.73891092,0.692661815,0,noise
0.779004243,0.70870916,0.660230559,0.673195208,0.707728138,0.702369297,0.671733912,0.717557294,0.809550197,0.861189413,0.838424545,0.806761661,0,noise
0.804366604,0.721911993,0.665050763,0.662982962,0.665013612,0.641129707,0.590526218,0.582923029,0.616208805,0.650951421,0.694039002,0.774917658,0,noise
0.709928037,0.690554833,0.71143997,0.752208478,0.771058318,0.74647687,0.674772935,0.653071676,0.680293384,0.695581936,0.684265569,0.694467019,0,noise
0.540336105,0.481159575,0.49579104,0.596393184,0.710511338,0.757061025,0.756196407,0.821211562,0.925743006,0.923478459,0.779713438,0.628428857,0,noise
0.533822268,0.493963676,0.535006362,0.64534833,0.756311419,0.795238147,0.77909179,0.827232932,0.919299619,0.914502594,0.771900532,0.619664156,0,noise
0.523652138,0.486343608,0.515537641,0.612472009,0.714202378,0.747307335,0.727965053,0.76640567,0.846567812,0.847112959,0.728361869,0.596721847,0,noise
0.642154095,0.605423964,0.623880442,0.678066504,0.728833127,0.736537025,0.721584565,0.790683697,0.90562709,0.934609805,0.833951031,0.711493545,0,noise
0.589209921,0.542350704,0.552822386,0.640193943,0.738163326,0.762992601,0.725924051,0.741189829,0.80417639,0.814738994,0.733853403,0.644867543,0,noise
0.629297107,0.568065769,0.569014409,0.638542496,0.715854367,0.738232168,0.722448934,0.77617799,0.873826846,0.891401004,0.796146013,0.695252132,0,noise
0.530138501,0.498501329,0.543664944,0.643686833,0.742685893,0.777809996,0.769834759,0.845795681,0.967766084,0.973680968,0.813848313,0.629465649,0,noise
0.264911728,0.248279966,0.270796184,0.327393505,0.403974608,0.504875539,0.771867753,0.99207277,0.951069455,0.802426627,0.464904905,0.310015985,0,noise
0.279603881,0.232023634,0.227449182,0.266877253,0.335390966,0.436927347,0.715722728,0.967682769,0.9628346,0.827756495,0.498695118,0.340280125,0,noise
0.411149559,0.334007173,0.309040561,0.340784556,0.393143142,0.468819699,0.663548632,0.876563637,0.966853729,0.906651824,0.646343139,0.491354927,0,noise
0.453032263,0.39712863,0.414335869,0.478164914,0.555750396,0.6234709,0.744133433,0.900603036,0.955297816,0.889558185,0.664430163,0.524011576,0,noise
0.381502194,0.38487857,0.428309476,0.495925502,0.572669139,0.639671491,0.788310751,0.917138581,0.888296062,0.782421456,0.532867541,0.405956111,0,noise
0.802946345,0.877024571,0.926163358,0.951906978,0.956857316,0.930429306,0.874440079,0.823411185,0.768795621,0.723816459,0.688274677,0.691240024,0,noise
0.724461482,0.823232824,0.903054112,0.959466466,0.986632521,0.972989128,0.919127788,0.849899501,0.76705934,0.688926893,0.621851175,0.604573776,0,noise
0.727892047,0.815509646,0.894422403,0.955240475,0.990467697,0.985055359,0.93852464,0.875783981,0.799728745,0.722832641,0.65011767,0.623621606,0,noise
0.664968837,0.769842896,0.867524098,0.948545569,0.998083568,0.992721015,0.929035732,0.842364472,0.743541487,0.65185,0.573232929,0.548525422,0,noise
0.765362789,0.845430677,0.893627258,0.918413988,0.920522942,0.890687062,0.830681606,0.772523644,0.711517574,0.665919195,0.635927728,0.646090219,0,noise
0.198126987,0.392915031,0.296139015,1,0.287382028,0.116223448,0.112965968,0.111210657,0.131149864,0.150715174,0.148392318,0.161813518,0,noise
0.195477938,0.389718961,0.292864413,1,0.288661906,0.128948133,0.10871233,0.107917787,0.128455241,0.149615474,0.14118793,0.157659262,0,noise
0.171970453,0.355604458,0.271592175,1,0.30256728,0.116430302,0.102703848,0.107628654,0.115236387,0.141050142,0.139693544,0.157015888,0,noise
0.230364904,0.40429714,0.316872752,1,0.312740278,0.148899521,0.143166784,0.151263628,0.165367208,0.184281861,0.193129489,0.20885585,0,noise
0.25817466,0.598920291,0.365551939,1,0.269504354,0.143554305,0.134662046,0.149245624,0.150079923,0.152388028,0.162114627,0.200027653,0,noise
0.269621428,0.59255901,0.353303694,1,0.305627323,0.145843744,0.139106827,0.166166753,0.176721059,0.163538591,0.171154103,0.218025808,0,noise
0.297035562,0.621259632,0.365006296,1,0.262991246,0.14794409,0.130963133,0.150426457,0.165843696,0.166198183,0.171605579,0.204043435,0,noise
0.28028318,0.624543559,0.388560151,1,0.326931678,0.152566095,0.153959687,0.18241977,0.184996878,0.184467251,0.176709739,0.227447787,0,noise
0.299622033,0.60944951,0.369239806,1,0.280546808,0.166180321,0.162812489,0.179321558,0.183608554,0.186009905,0.177232793,0.237967269,0,noise
0.306006715,0.712797718,0.428640459,1,0.371503424,0.203275523,0.193081314,0.20923655,0.237082279,0.225600225,0.222051413,0.260824551,0,noise
0.336142109,0.699749836,0.431744877,1,0.314319583,0.196562301,0.198998883,0.189927619,0.210509991,0.227727593,0.255790992,0.285024025,0,noise
0.329472192,0.790317898,0.415233877,1,0.313182297,0.19032883,0.17053935,0.178638543,0.207055766,0.219802789,0.206238127,0.253066968,0,noise
0.328011136,0.792718575,0.410020281,1,0.316124429,0.197776297,0.170873711,0.167989247,0.198964215,0.238328322,0.21992896,0.222338514,0,noise
0.247421207,0.5087702,0.354846864,1,0.259040174,0.11659307,0.11234783,0.115132859,0.127483706,0.147201706,0.162639462,0.212225688,0,noise
0.230645561,0.550836134,0.336590588,1,0.256874039,0.115404108,0.112485646,0.093843154,0.101046777,0.131588129,0.160029339,0.190203619,0,noise
0.221479577,0.51263016,0.350421086,1,0.237631564,0.110718434,0.121070062,0.115386733,0.131967088,0.139013561,0.163173303,0.21808103,0,noise
0.224705133,0.546148737,0.342613545,1,0.277375806,0.123076127,0.109843238,0.101817903,0.126201304,0.137818659,0.157478339,0.175223871,0,noise
0.277761906,0.630694078,0.388754341,1,0.269585368,0.125124428,0.132135351,0.137135463,0.165010514,0.182849773,0.209159547,0.224954227,0,noise
0.376390383,0.861235672,0.45784403,1,0.303486299,0.204040792,0.201793825,0.172788587,0.210706306,0.214242456,0.222012306,0.239859059,0,noise
0.358351477,0.922521368,0.501608283,0.967964939,0.338917242,0.213320087,0.209719879,0.191293339,0.21151569,0.231711586,0.221912241,0.248111872,0,noise
0.337266167,0.817234334,0.463522209,1,0.360709398,0.222754636,0.21664778,0.200176424,0.214830506,0.241699827,0.232794086,0.249915998,0,noise
0.346060779,0.778493803,0.442300197,1,0.329377143,0.19358196,0.192205006,0.201736977,0.216667109,0.215911893,0.204566442,0.247171628,0,noise
0.359017477,0.74408869,0.426858167,1,0.344401276,0.214140166,0.196413981,0.210628415,0.21572316,0.220985882,0.202916721,0.228514841,0,noise
0.238983199,0.585823587,0.343904183,1,0.298399919,0.154318524,0.138467387,0.1456102,0.162303329,0.196478924,0.169090093,0.166924589,0,noise
0.210154521,0.461723258,0.308882939,1,0.286059868,0.130195978,0.119716949,0.115712873,0.127044955,0.152855535,0.131411281,0.135871731,0,noise
0.20365856,0.500411968,0.331671732,1,0.324181185,0.162378526,0.132791427,0.134947861,0.151471521,0.182761524,0.16851247,0.148153403,0,noise
0.221803553,0.540904203,0.337651575,1,0.30736132,0.157843399,0.13292341,0.125837564,0.153208358,0.176690063,0.162299089,0.153841782,0,noise
0.243609382,0.593327763,0.365830673,1,0.286985579,0.147189113,0.16603962,0.150392332,0.158330575,0.177614764,0.134698312,0.142231142,0,noise
0.218305724,0.649925194,0.368932658,1,0.324298885,0.154382257,0.149751013,0.158975542,0.16848821,0.180942396,0.136115982,0.138554535,0,noise
0.254746001,0.642293906,0.35731488,1,0.284435596,0.153386559,0.155403388,0.161481922,0.189573352,0.179716946,0.148386474,0.152882683,0,noise
0.218084502,0.595339035,0.354500934,1,0.257476598,0.123673682,0.140712256,0.173162752,0.145912033,0.144074574,0.115894933,0.126895487,0,noise
0.225320402,0.632015809,0.395058856,1,0.294165598,0.148722272,0.153164575,0.176337154,0.157074297,0.150105047,0.12860272,0.152867509,0,noise
0.835228118,0.841660544,0.84298607,0.874385033,0.904772823,0.872282171,0.772039909,0.696541081,0.665779936,0.682995412,0.72144911,0.77131313,0,noise
0.640377271,0.698389933,0.770645494,0.863428978,0.939987096,0.946063842,0.877373198,0.799798342,0.731093198,0.666348947,0.598501582,0.570028464,0,noise
0.848717159,0.866365526,0.864177644,0.86827494,0.870889444,0.832967838,0.755316183,0.715249056,0.708201468,0.729241999,0.752141005,0.781211953,0,noise
0.670621361,0.69044707,0.745694355,0.834916616,0.918832282,0.92831916,0.860955747,0.820145237,0.812142699,0.788495326,0.719563583,0.659499701,0,noise
0.72781327,0.693157967,0.713740303,0.768548326,0.806113741,0.795384839,0.744892735,0.760864337,0.826493405,0.847414229,0.79634074,0.751493952,0,noise
0.674990691,0.645420307,0.661476979,0.740364923,0.828032333,0.841255786,0.780254052,0.767573459,0.8040287,0.810851021,0.753464068,0.69726961,0,noise
0.610169981,0.607422209,0.668113873,0.779260431,0.873201107,0.882891525,0.814843277,0.779756407,0.791945541,0.779786452,0.704880733,0.634265451,0,noise
0.703736981,0.660825744,0.658970276,0.702090261,0.753134852,0.755591613,0.715934344,0.757532446,0.851177005,0.883580978,0.818015143,0.743658406,0,noise
0.868254854,0.851203829,0.837560544,0.857540122,0.881095793,0.836351984,0.715969481,0.646412904,0.649629812,0.712031599,0.783218295,0.837968363,0,noise
0.6455418,0.59489283,0.60539832,0.670311588,0.743708476,0.763132798,0.739826023,0.79232574,0.885839591,0.901242853,0.804493858,0.705191756,0,noise
0.40665549,0.40912267,0.519633897,0.678701856,0.822420731,0.871901292,0.825197214,0.838529993,0.900197704,0.864466224,0.686107093,0.500344911,0,noise
0.676862724,0.637956693,0.664159497,0.75190482,0.836961954,0.848842266,0.787288826,0.774194613,0.808508994,0.809536693,0.751007624,0.704190369,0,noise
0.835593897,0.741411163,0.691272327,0.708070448,0.739351473,0.73674785,0.711327598,0.775421498,0.894035983,0.943756746,0.905931091,0.873303735,0,noise
0.724742218,0.64268035,0.613034919,0.665818259,0.737489869,0.754021972,0.720417513,0.750603979,0.823869813,0.845034931,0.796620253,0.76057944,0,noise
0.974809086,0.936514884,0.886863064,0.856876606,0.835910939,0.782885878,0.699587663,0.678182956,0.710291491,0.78322793,0.863040845,0.932898084,0,noise
0.835627269,0.801756068,0.782038646,0.788175865,0.802043507,0.773962446,0.706700167,0.726881745,0.80913485,0.871271499,0.868470482,0.844763294,0,noise
0.660605976,0.6073222,0.616071044,0.670923312,0.722381093,0.730838273,0.709207103,0.76409558,0.86343781,0.885082129,0.802937262,0.715768772,0,noise
0.909036798,0.890964812,0.886812711,0.893830885,0.884376754,0.823777051,0.689123284,0.595186555,0.565184145,0.609817425,0.711259622,0.836942043,0,noise
0.529494681,0.48041014,0.512269068,0.58075908,0.637151928,0.662350767,0.689435469,0.805790482,0.953070662,0.963102382,0.802043824,0.628803472,0,noise
0.411563116,0.363318913,0.408226613,0.532667986,0.669934186,0.735909314,0.752207933,0.846437677,0.977552777,0.965796764,0.766009519,0.541197464,0,noise
0.364155,0.315779486,0.370408657,0.499386724,0.633238978,0.704121476,0.740167254,0.854822752,0.99565389,0.972684894,0.746856847,0.502815565,0,noise
0.633076405,0.610003182,0.651316838,0.75548995,0.849443277,0.858732443,0.781956578,0.735294757,0.739317736,0.731741203,0.683494636,0.649228251,0,noise
0.931617531,0.822249362,0.727090461,0.676907945,0.628933426,0.579276837,0.523725671,0.536296404,0.600955705,0.668055441,0.754580871,0.886062554,0,noise
0.743085066,0.692428932,0.701925817,0.727429872,0.721480931,0.699072325,0.674386898,0.715217651,0.790212451,0.813139519,0.779480849,0.760811844,0,noise
0.626283075,0.606241634,0.667621382,0.743265518,0.782900952,0.78185942,0.751878209,0.799466084,0.889289114,0.889844612,0.776955513,0.675657636,0,noise
0.819776713,0.741397351,0.69669884,0.70055731,0.690147158,0.647240123,0.550383937,0.477855458,0.458827617,0.485327006,0.583457262,0.748493029,0,noise
0.868424405,0.728980848,0.60739272,0.566761032,0.554293077,0.536726851,0.519719148,0.572912271,0.665010411,0.725806721,0.771920962,0.857081701,0,noise
0.907223546,0.834412798,0.770066417,0.767398542,0.784783642,0.755425424,0.67560464,0.651293475,0.686845675,0.747241383,0.808977027,0.88138078,0,noise
0.694116065,0.621414847,0.600663209,0.655264683,0.724914314,0.743866025,0.728800807,0.788582309,0.892098572,0.916786569,0.833936826,0.749977443,0,noise
0.852646812,0.732441567,0.641184184,0.633476234,0.655453318,0.650439141,0.616131466,0.642730639,0.709903184,0.753292819,0.781078742,0.84562531,0,noise
0.883051391,0.789016303,0.706381817,0.684731626,0.689943758,0.669061359,0.619548205,0.646468576,0.725099304,0.786701573,0.820867814,0.871966462,0,noise
0.865317965,0.778611418,0.723707953,0.722970248,0.719585691,0.689660784,0.638004759,0.647930848,0.707773799,0.754816083,0.78710127,0.849817012,0,noise
0.724074714,0.689339126,0.704869291,0.792471026,0.881761321,0.885286522,0.796143905,0.731823254,0.721645607,0.723961111,0.713471257,0.719967665,0,noise
0.804067794,0.775023212,0.770073545,0.805524398,0.839880215,0.814160813,0.730111358,0.702360873,0.733314628,0.775674534,0.789592959,0.79832036,0,noise
0.606201514,0.592006991,0.629626137,0.726861107,0.829160294,0.850130288,0.792188816,0.776074141,0.807615475,0.803501813,0.722797982,0.638508328,0,noise
0.730820342,0.685276631,0.694489493,0.775170548,0.859466336,0.869681473,0.807986248,0.796231482,0.839157822,0.847930055,0.793570076,0.751868633,0,noise
0.697712316,0.679015776,0.701740471,0.777510451,0.851633827,0.852939219,0.785953808,0.757948361,0.777098225,0.784859968,0.745193941,0.70681569,0,noise
0.626296273,0.581451398,0.599128292,0.687974545,0.783080352,0.808432117,0.777322272,0.80609075,0.880844023,0.887584335,0.788761266,0.684501282,0,noise
0.561109665,0.516627883,0.549972558,0.666940491,0.786545016,0.82510056,0.795462484,0.80876695,0.861112509,0.845730437,0.7316397,0.622407222,0,noise
0.642637526,0.562280667,0.531480863,0.572340221,0.635565696,0.661647285,0.675764574,0.779088054,0.918860253,0.950831769,0.84343283,0.721448195,0,noise
0.878401252,0.833412819,0.80561749,0.823511328,0.84647509,0.811217344,0.710567435,0.652784567,0.652874166,0.700739051,0.770659977,0.845522372,0,noise
0.676755894,0.603556535,0.585689662,0.65909804,0.749255944,0.773687266,0.741392567,0.758240176,0.818143442,0.827170175,0.764955625,0.715147793,0,noise
0.726764031,0.707730753,0.73537909,0.822167157,0.903017679,0.896249073,0.793612891,0.717693985,0.703307032,0.711280259,0.708504729,0.717300921,0,noise
0.844360989,0.733618055,0.636641955,0.589409643,0.559466943,0.539655616,0.555904155,0.665075711,0.804048598,0.868541922,0.85736217,0.859986176,0,noise
0.745482424,0.691773233,0.677631266,0.72317405,0.778173049,0.781132511,0.73533362,0.749741798,0.812158858,0.833832151,0.791898185,0.760743515,0,noise
0.665635165,0.593484271,0.582548193,0.640483416,0.705207714,0.725551455,0.727065026,0.810607732,0.933635164,0.957506103,0.851193385,0.738980596,0,noise
0.652296346,0.618724071,0.650656006,0.744065544,0.835616058,0.851178652,0.791452242,0.782522108,0.827515788,0.829963479,0.757710186,0.689253434,0,noise
0.562118982,0.512729128,0.545852091,0.604744737,0.637338893,0.647623128,0.66383667,0.777124048,0.931701793,0.949299375,0.802679368,0.651976754,0,noise
0.724084939,0.632453467,0.593656744,0.624550126,0.66693222,0.679419105,0.68143481,0.768346928,0.894532326,0.925475943,0.845396729,0.776673063,0,noise
0.865105103,0.844775572,0.843511038,0.89027939,0.943440937,0.919512377,0.807123862,0.735001293,0.724379183,0.755634202,0.790998614,0.832414722,0,noise
0.770602318,0.897515503,0.745169098,0.574190715,0.499405589,0.49440702,0.491865024,0.558238576,0.620007075,0.620717415,0.570163727,0.647559793,0,noise
0.657850341,0.900612335,0.802582542,0.577094046,0.395109127,0.378271813,0.396488357,0.483320159,0.577900855,0.619406262,0.580658191,0.578432353,0,noise
0.693026632,0.972798966,0.804433348,0.549324202,0.394276282,0.34416901,0.337862321,0.373712309,0.40635979,0.419902727,0.441230238,0.539151897,0,noise
0.713237772,1,0.74852677,0.45881674,0.305755845,0.278076012,0.320560662,0.373784586,0.379176516,0.368409909,0.386422824,0.521046458,0,noise
0.647227053,0.988319341,0.821494473,0.552153817,0.362939494,0.280012163,0.242380636,0.26609773,0.292484099,0.298060575,0.323530883,0.449934666,0,noise
0.8075412,0.777596211,0.780431462,0.763481469,0.733659644,0.701927761,0.634644845,0.663697077,0.739853962,0.771067698,0.763408994,0.792516768,0,noise
0.700868828,0.681973177,0.72674801,0.811682138,0.877715987,0.868900501,0.775229619,0.72414395,0.73771472,0.74625088,0.72314275,0.709992005,0,noise
0.755654739,0.706810843,0.716722081,0.785717469,0.86172881,0.863881883,0.77576269,0.743101077,0.773010375,0.790446671,0.775456986,0.768359557,0,noise
0.720128285,0.654757859,0.647513633,0.673894144,0.700351008,0.698173382,0.663629636,0.721698643,0.831823255,0.865450687,0.810718995,0.760008948,0,noise
0.756183389,0.687068403,0.677242987,0.694264637,0.680063449,0.653462759,0.630519273,0.680925263,0.768209045,0.795143929,0.763549356,0.76708653,0,noise
0.850118052,0.849754202,0.867924659,0.850259835,0.784760541,0.718365686,0.653920119,0.664770561,0.72117627,0.767688605,0.789602105,0.822885541,0,noise
0.811629771,0.699481624,0.624999342,0.607422665,0.595294002,0.581863512,0.592466637,0.698228563,0.841351071,0.89816244,0.864199255,0.846852714,0,noise
0.671422065,0.62290854,0.627508311,0.665454015,0.700465068,0.704542422,0.689538069,0.756732076,0.858376396,0.880645369,0.797546197,0.719517554,0,noise
0.876459132,0.814124717,0.795872,0.798387307,0.796691954,0.760134567,0.662191768,0.646960486,0.69267094,0.733840501,0.774449413,0.848069239,0,noise
0.540336635,0.499696028,0.530957625,0.628867575,0.73323089,0.77285657,0.763749554,0.811684016,0.895678827,0.889331948,0.758107023,0.617302169,0,noise
0.658798984,0.626311917,0.655896895,0.761935718,0.870264386,0.887796466,0.818592442,0.792214595,0.823314024,0.827985853,0.763839571,0.696903249,0,noise
0.911766052,0.859500982,0.817225535,0.810689519,0.812066404,0.775142535,0.701511772,0.694267918,0.738688187,0.797938586,0.843383013,0.890852055,0,noise
0.808072469,0.747033142,0.722748458,0.763635083,0.812853284,0.804224709,0.745102696,0.749407853,0.810121347,0.849858935,0.836825866,0.824606019,0,noise
0.605702751,0.56877958,0.612692576,0.730767027,0.843135205,0.874403046,0.831167007,0.832191159,0.877602893,0.858802239,0.749255895,0.654172569,0,noise
0.811878924,0.787625984,0.789487353,0.83982143,0.895579392,0.880852357,0.794011284,0.748645211,0.756928816,0.78486765,0.794643992,0.801489011,0,noise
0.711247936,0.713529243,0.745695143,0.828700595,0.910965747,0.900165377,0.787287706,0.694106402,0.658666604,0.669334476,0.682323361,0.692700835,0,noise
0.902114748,0.869585898,0.817385928,0.78454494,0.761570974,0.709829217,0.633047775,0.619980125,0.658706774,0.730223939,0.79988703,0.860503591,0,noise
0.803016157,0.772488232,0.772158926,0.830689637,0.896448433,0.888871572,0.81332639,0.792338735,0.829002277,0.859089571,0.839056474,0.811226323,0,noise
0.588664763,0.555561952,0.594117656,0.680219308,0.767529382,0.79549831,0.776344487,0.827949313,0.919835808,0.923169925,0.799269696,0.661955809,0,noise
0.820255457,0.71989329,0.632931215,0.613885609,0.632182399,0.631128782,0.628910712,0.720873107,0.853962328,0.919010775,0.890418247,0.855566761,0,noise
0.494832165,0.475423429,0.541056016,0.684933982,0.828030347,0.876037691,0.839880163,0.846735085,0.896528585,0.870533578,0.725258957,0.572252803,0,noise
0.732365766,0.663131294,0.619343229,0.615520442,0.626922868,0.626300242,0.639573087,0.755233965,0.907924852,0.959966475,0.88045622,0.785878777,0,noise
0.82548798,0.791189541,0.773951142,0.793533226,0.820797552,0.804760196,0.748090354,0.748085309,0.792762381,0.825077297,0.819043016,0.815310161,0,noise
0.557709719,0.54275267,0.620650959,0.775118832,0.916398359,0.959823074,0.91496585,0.894940631,0.913022038,0.86791533,0.730107881,0.607961153,0,noise
0.769302255,0.736291292,0.749462045,0.83192783,0.913049822,0.910040138,0.814978753,0.742543882,0.725488948,0.72922741,0.729609268,0.752759447,0,noise
0.633332091,0.615556924,0.671826899,0.798928738,0.915567266,0.934041992,0.844337597,0.769568322,0.741724961,0.715177521,0.664453753,0.641053648,0,noise
0.726433519,0.726743973,0.769101997,0.835566794,0.897806941,0.884446528,0.767078187,0.69377877,0.685950894,0.70223264,0.707907113,0.713739257,0,noise
0.622775795,0.590444316,0.629161006,0.742163272,0.863897586,0.898617088,0.849039192,0.851180178,0.900103173,0.892505545,0.788200571,0.679488966,0,noise
0.488490549,0.465474487,0.526944369,0.679002316,0.835818408,0.887097103,0.838402703,0.81938144,0.845125782,0.814550067,0.685269667,0.555881553,0,noise
0.579429595,0.553394345,0.604555303,0.740122399,0.87862056,0.915763581,0.851928509,0.817420224,0.831547711,0.809318579,0.714580242,0.624967588,0,noise
0.723530978,0.657476589,0.619471404,0.635594233,0.669074976,0.670498064,0.661039213,0.736875246,0.855813524,0.90396083,0.845337101,0.771139903,0,noise
0.746748857,0.675836291,0.635131775,0.653330453,0.694032983,0.699527571,0.685793633,0.76022951,0.87953778,0.925629733,0.866110516,0.793658994,0,noise
0.720879181,0.675642932,0.680875032,0.746925535,0.814787738,0.82146081,0.780194451,0.802713756,0.873077113,0.892663771,0.826528676,0.758084814,0,noise
0.427339629,0.386115557,0.423388056,0.528501931,0.639778279,0.690002196,0.705719004,0.796837262,0.923618487,0.920615401,0.742307242,0.540425436,0,noise
0.551748695,0.496642939,0.513123341,0.609517413,0.718938598,0.759080418,0.742034025,0.78576253,0.871992555,0.872380054,0.752827588,0.628170304,0,noise
0.364224036,0.32237222,0.377330351,0.502529431,0.631155764,0.698077544,0.734844761,0.851045002,0.996350763,0.979414239,0.754525953,0.504056312,0,noise
0.66348246,0.620821529,0.628474239,0.701471876,0.781623272,0.79720101,0.758338996,0.774860929,0.835855792,0.8472806,0.775522984,0.702194313,0,noise
